panel_id	model_id	analysis_cohort	sensitivity_label	focal_exposure_family	excluded_country_iso3	estimate_term	effect_scale	effect_estimate	ci_lower	ci_upper	p_value	q_value	q_value_scope	stability_label	headline_eligibility	country_filter	year_window	n_country_year_cells	n_countries	covariates	exposure_formula_id	exposure_lambda	exposure_gamma	primary_effect_estimate	same_direction_as_primary	metric_name	metric_value	x_value	predicted_probability	amu_metric	standard_glm_warning_types	n_obs	ridge_effect_alpha_0p01	ridge_effect_alpha_0p1	ridge_effect_alpha_1p0	all_ridge_effects_negative	source_file	notes
formulation_country_summary		C_IPW		v2	EGY													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Egypt;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	ERI													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Eritrea;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	ESP													28								known_prn_fraction	1.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Spain;dominant_primary_series_formulation=mixed_brand_heterogeneous;dominant_booster_formulation=mixed_brand_heterogeneous;dominant_prn_in_vaccine_curated=mixed;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	EST													25								known_prn_fraction	0.28										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Estonia;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	ETH													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Ethiopia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	FIN													28								known_prn_fraction	1.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Finland;dominant_primary_series_formulation=ap_prn_positive;dominant_booster_formulation=ap_prn_positive;dominant_prn_in_vaccine_curated=yes;dominant_formulation_confidence=high
formulation_country_summary		C_IPW		v2	FJI													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Fiji;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	FRA													28								known_prn_fraction	1.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=France;dominant_primary_series_formulation=mixed_brand_heterogeneous;dominant_booster_formulation=mixed_brand_heterogeneous;dominant_prn_in_vaccine_curated=mixed;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	FSM													25								known_prn_fraction	0.04										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Micronesia, Federated States of;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	GAB													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Gabon;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	GBR													28								known_prn_fraction	1.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=United Kingdom;dominant_primary_series_formulation=ap_prn_positive;dominant_booster_formulation=ap_prn_positive;dominant_prn_in_vaccine_curated=yes;dominant_formulation_confidence=high
formulation_country_summary		C_IPW		v2	GEO													25								known_prn_fraction	0.56										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Georgia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	GHA													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Ghana;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	GIN													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Guinea;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	GMB													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Gambia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	GNB													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Guinea-Bissau;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	GNQ													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Equatorial Guinea;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	GRC													28								known_prn_fraction	0.03571428571428571										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Greece;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	GRD													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Grenada;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	GTM													25								known_prn_fraction	0.8										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Guatemala;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_only;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=high
formulation_country_summary		C_IPW		v2	GUM													18								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Guam;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	GUY													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Guyana;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	HKG													2								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=China, Hong Kong SAR;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	HND													25								known_prn_fraction	0.92										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Honduras;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	HRV													25								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Croatia;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	HTI													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Haiti;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	HUN													27								known_prn_fraction	0.18518518518518517										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Hungary;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	IDN													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Indonesia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	IND													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=India;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_only;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=high
formulation_country_summary		C_IPW		v2	IRL													27								known_prn_fraction	0.037037037037037035										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Ireland;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	IRN													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Iran;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	IRQ													25								known_prn_fraction	0.6										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Iraq;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	ISL													28								known_prn_fraction	0.17857142857142858										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Iceland;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	ISR													25								known_prn_fraction	0.08										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Israel;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	ITA													26								known_prn_fraction	0.19230769230769232										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Italy;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	JAM													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Jamaica;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	JOR													25								known_prn_fraction	0.36										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Jordan;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	JPN													25								known_prn_fraction	1.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Japan;dominant_primary_series_formulation=ap_prn_negative;dominant_booster_formulation=ap_prn_negative;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=high
formulation_country_summary		C_IPW		v2	KAZ													25								known_prn_fraction	0.48										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Kazakhstan;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	KEN													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Kenya;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	KGZ													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Kyrgyzstan;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	KHM													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Cambodia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	KIR													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Kiribati;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	KNA													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Saint Kitts and Nevis;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	KOR													25								known_prn_fraction	0.04										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=South Korea;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	KWT													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Kuwait;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	LAO													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Laos;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	LBN													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Lebanon;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	LBR													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Liberia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	LBY													25								known_prn_fraction	0.48										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Libya;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	LCA													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Saint Lucia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	LKA													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Sri Lanka;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	LSO													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Lesotho;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	LTU													25								known_prn_fraction	0.24										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Lithuania;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	LUX													28								known_prn_fraction	0.17857142857142858										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Luxembourg;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	LVA													25								known_prn_fraction	0.04										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Latvia;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	MAR													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Morocco;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MCO													25								known_prn_fraction	0.2										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Monaco;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	MDA													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Moldova;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MDG													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Madagascar;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MDV													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Maldives;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MEX													25								known_prn_fraction	0.44										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Mexico;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	MHL													25								known_prn_fraction	0.04										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Marshall Islands;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	MKD													25								known_prn_fraction	0.56										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=North Macedonia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MLI													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Mali;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MLT													25								known_prn_fraction	0.36										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Malta;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	MMR													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Myanmar;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MNE													19								known_prn_fraction	0.2631578947368421										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Montenegro;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	MNG													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Mongolia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MNP													19								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Northern Mariana Islands;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	MOZ													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Mozambique;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MRT													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Mauritania;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MSR													10								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Montserrat;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	MUS													25								known_prn_fraction	0.04										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Mauritius;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	MWI													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Malawi;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	MYS													25								known_prn_fraction	0.32										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Malaysia;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	NAM													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Namibia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	NCL													19								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=New Caledonia;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	NER													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Niger;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	NGA													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Nigeria;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	NIC													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Nicaragua;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	NIU													25								known_prn_fraction	0.04										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Niue;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	NLD													28								known_prn_fraction	0.8571428571428571										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Netherlands;dominant_primary_series_formulation=ap_prn_positive;dominant_booster_formulation=ap_prn_positive;dominant_prn_in_vaccine_curated=yes;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	NOR													26								known_prn_fraction	0.19230769230769232										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Norway;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	NPL													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Nepal;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	NRU													25								known_prn_fraction	0.6										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Nauru;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	NZL													25								known_prn_fraction	1.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=New Zealand;dominant_primary_series_formulation=ap_prn_positive;dominant_booster_formulation=ap_prn_positive;dominant_prn_in_vaccine_curated=yes;dominant_formulation_confidence=high
formulation_country_summary		C_IPW		v2	OMN													25								known_prn_fraction	0.52										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Oman;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	PAK													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Pakistan;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	PAN													25								known_prn_fraction	0.52										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Panama;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	PER													25								known_prn_fraction	0.68										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Peru;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
