sample_id_canonical	run_accession	source	platform	reads_available	library_layout	fastq_ftp	fastq_md5	fastq_bytes	study_accession
SAMN08395644	SRR9006232	step5_sra_linkage	nan	nan					
SAMN08395645	SRR9006237	step5_sra_linkage	nan	nan					
SAMN08395647	SRR9006085	step5_sra_linkage	nan	nan					
SAMN08395648	SRR9006084	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08395649	SRR9006083	step5_sra_linkage	nan	nan					
SAMN08469391	SRR9006068	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08469392	SRR9006190	step5_sra_linkage	nan	nan					
SAMN08469393	SRR9006077	step5_sra_linkage	nan	nan					
SAMN08469394	SRR9006080	step5_sra_linkage	nan	nan					
SAMN08469395	SRR9006230	step5_sra_linkage	nan	nan					
SAMN08469396	SRR9006233	step5_sra_linkage	nan	nan					
SAMN08469397	SRR9006082	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08469398	SRR9006088	step5_sra_linkage	nan	nan					
SAMN08469399	SRR9006087	step5_sra_linkage	nan	nan					
SAMN08469400	SRR9006086	step5_sra_linkage	nan	nan					
SAMN08469401	SRR9006091	step5_sra_linkage	nan	nan					
SAMN08469402	SRR9006051	step5_sra_linkage	nan	nan					
SAMN08469403	SRR9006052	step5_sra_linkage	nan	nan					
SAMN08469404	SRR9006053	step5_sra_linkage	nan	nan					
SAMN08469405	SRR9006145	step5_sra_linkage	nan	nan					
SAMN08469406	SRR9006146	step5_sra_linkage	nan	nan					
SAMN08469407	SRR9006142	step5_sra_linkage	nan	nan					
SAMN08471222	SRR9006076	step5_sra_linkage	nan	nan					
SAMN08471223	SRR9006078	step5_sra_linkage	nan	nan					
SAMN08471224	SRR9006081	step5_sra_linkage	nan	nan					
SAMN08471225	SRR9006231	step5_sra_linkage	nan	nan					
SAMN08471226	SRR9006235	step5_sra_linkage	nan	nan					
SAMN08471227	SRR9006234;SRR9006238	step5_sra_linkage	nan	nan					
SAMN08471228	SRR9006090	step5_sra_linkage	nan	nan					
SAMN08524445	SRR9006105	step5_sra_linkage	nan	nan					
SAMN08524446	SRR9006065	step5_sra_linkage	nan	nan					
SAMN08524447	SRR9006062	step5_sra_linkage	nan	nan					
SAMN08524448	SRR9006063	step5_sra_linkage	nan	nan					
SAMN08524449	SRR9006066	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08524450	SRR9006102	step5_sra_linkage	nan	nan					
SAMN08524451	SRR9006054	step5_sra_linkage	nan	nan					
SAMN08524452	SRR9006047	step5_sra_linkage	nan	nan					
SAMN08524453	SRR9006048	step5_sra_linkage	nan	nan					
SAMN08524454	SRR9006049	step5_sra_linkage	nan	nan					
SAMN08524455	SRR9006050	step5_sra_linkage	nan	nan					
SAMN08524456	SRR9006056	step5_sra_linkage	nan	nan					
SAMN08524457	SRR9006057	step5_sra_linkage	nan	nan					
SAMN08524458	SRR9006166	step5_sra_linkage	nan	nan					
SAMN08524459	SRR9006165	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08524460	SRR9006168	step5_sra_linkage	nan	nan					
SAMN08524461	SRR9006167	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08524462	SRR9006162	step5_sra_linkage	nan	nan					
SAMN08524463	SRR9006161	step5_sra_linkage	nan	nan					
SAMN08524464	SRR9006164	step5_sra_linkage	nan	nan					
SAMN08524465	SRR9006163	step5_sra_linkage	nan	nan					
SAMN08524466	SRR9006159	step5_sra_linkage	nan	nan					
SAMN08524467	SRR9006143	step5_sra_linkage	nan	nan					
SAMN08524468	SRR9006144	step5_sra_linkage	nan	nan					
SAMN08524469	SRR9006141	step5_sra_linkage	nan	nan					
SAMN08524470	SRR9006139	step5_sra_linkage	nan	nan					
SAMN08524471	SRR9006140	step5_sra_linkage	nan	nan					
SAMN08524472	SRR9006137	step5_sra_linkage	nan	nan					
SAMN08524473	SRR9006138	step5_sra_linkage	nan	nan					
SAMN08524474	SRR9006178	step5_sra_linkage	nan	nan					
SAMN08524475	SRR9006177	step5_sra_linkage	nan	nan					
SAMN08524476	SRR9006176	step5_sra_linkage	nan	nan					
SAMN08524477	SRR9006175	step5_sra_linkage	nan	nan					
SAMN08524478	SRR9006174	step5_sra_linkage	nan	nan					
SAMN08524479	SRR9006173	step5_sra_linkage	nan	nan					
SAMN08524480	SRR9006172	step5_sra_linkage	nan	nan					
SAMN08524481	SRR9006171	step5_sra_linkage	nan	nan					
SAMN08524482	SRR9006170	step5_sra_linkage	nan	nan					
SAMN08524483	SRR9006169	step5_sra_linkage	nan	nan					
SAMN08524484	SRR9006147	step5_sra_linkage	nan	nan					
SAMN08524485	SRR9006148	step5_sra_linkage	nan	nan					
SAMN09862822	SRR7908033	step5_sra_linkage	Oxford Nanopore MiniION	true					
SAMN09862835	SRR7908034	step5_sra_linkage	Oxford Nanopore MiniION	true					
SAMN10161199	SRR9118395	step5_sra_linkage	nan	nan					
SAMN10161200	SRR9118319	step5_sra_linkage	nan	nan					
SAMN10161201	SRR9118314	step5_sra_linkage	nan	nan					
SAMN10161202	SRR9118416	step5_sra_linkage	nan	nan					
SAMN10161203	SRR9118272	step5_sra_linkage	nan	nan					
SAMN10161204	SRR9118273	step5_sra_linkage	nan	nan					
SAMN10161205	SRR9118251	step5_sra_linkage	nan	nan					
SAMN10161206	SRR9131548	step5_sra_linkage	nan	nan					
SAMN10161207	SRR9131547	step5_sra_linkage	nan	nan					
SAMN10161208	SRR9131588	step5_sra_linkage	nan	nan					
SAMN10161209	SRR9131557	step5_sra_linkage	nan	nan					
SAMN10161210	SRR9131555	step5_sra_linkage	nan	nan					
SAMN10161211	SRR9131504	step5_sra_linkage	nan	nan					
SAMN10161212	SRR9131503	step5_sra_linkage	nan	nan					
SAMN10161213	SRR9131505	step5_sra_linkage	nan	nan					
SAMN10161214	SRR9131670	step5_sra_linkage	nan	nan					
SAMN10161215	SRR9131654	step5_sra_linkage	nan	nan					
SAMN10161216	SRR9131655	step5_sra_linkage	nan	nan					
SAMN10161217	SRR9131656	step5_sra_linkage	nan	nan					
SAMN10161218	SRR9131650	step5_sra_linkage	nan	nan					
SAMN10161219	SRR9131651	step5_sra_linkage	nan	nan					
SAMN10161220	SRR9131652	step5_sra_linkage	nan	nan					
SAMN10161221	SRR9131653	step5_sra_linkage	nan	nan					
SAMN10161222	SRR9131589	step5_sra_linkage	nan	nan					
SAMN10161223	SRR9131668	step5_sra_linkage	nan	nan					
SAMN10161224	SRR9131587	step5_sra_linkage	nan	nan					
SAMN10161225	SRR9131515	step5_sra_linkage	nan	nan					
SAMN10161226	SRR9131593	step5_sra_linkage	nan	nan					
SAMN10161227	SRR9131595	step5_sra_linkage	nan	nan					
SAMN10161228	SRR9131686	step5_sra_linkage	nan	nan					
SAMN10176190	SRR9118354	step5_sra_linkage	nan	nan					
SAMN10176191	SRR9118353	step5_sra_linkage	nan	nan					
SAMN10176192	SRR9118352	step5_sra_linkage	nan	nan					
SAMN10176193	SRR9118344	step5_sra_linkage	nan	nan					
SAMN10176194	SRR9118343	step5_sra_linkage	nan	nan					
SAMN10176195	SRR9118317	step5_sra_linkage	nan	nan					
SAMN10176196	SRR9118318	step5_sra_linkage	nan	nan					
SAMN10176197	SRR9118320	step5_sra_linkage	nan	nan					
SAMN10176198	SRR9118310	step5_sra_linkage	nan	nan					
SAMN10176199	SRR9118285	step5_sra_linkage	nan	nan					
SAMN10176200	SRR9118284	step5_sra_linkage	nan	nan					
SAMN10176201	SRR9118266	step5_sra_linkage	nan	nan					
SAMN10176202	SRR9118267	step5_sra_linkage	nan	nan					
SAMN10176203	SRR9118264	step5_sra_linkage	nan	nan					
SAMN10176204	SRR9118268	step5_sra_linkage	nan	nan					
SAMN10176205	SRR9118263	step5_sra_linkage	nan	nan					
SAMN10176206	SRR9118472	step5_sra_linkage	nan	nan					
SAMN10176207	SRR9118471	step5_sra_linkage	nan	nan					
SAMN10176208	SRR9118469	step5_sra_linkage	nan	nan					
SAMN10176209	SRR9118468	step5_sra_linkage	nan	nan					
SAMN10176210	SRR9118447	step5_sra_linkage	nan	nan					
SAMN10176211	SRR9118448	step5_sra_linkage	nan	nan					
SAMN10176212	SRR9118449	step5_sra_linkage	nan	nan					
SAMN10176213	SRR9118450	step5_sra_linkage	nan	nan					
SAMN10176214	SRR9118456	step5_sra_linkage	nan	nan					
SAMN10176215	SRR9118413	step5_sra_linkage	nan	nan					
SAMN10176216	SRR9118406	step5_sra_linkage	nan	nan					
SAMN10176217	SRR9118375	step5_sra_linkage	nan	nan					
SAMN10176218	SRR9118372	step5_sra_linkage	nan	nan					
SAMN10176219	SRR9118370;SRR9118371	step5_sra_linkage	nan	nan					
SAMN10176221	SRR9118366	step5_sra_linkage	nan	nan					
SAMN10176222	SRR9118367	step5_sra_linkage	nan	nan					
SAMN10176223	SRR9118384	step5_sra_linkage	nan	nan					
SAMN10176224	SRR9118385	step5_sra_linkage	nan	nan					
SAMN10176225	SRR9118382	step5_sra_linkage	nan	nan					
SAMN10176226	SRR9118383	step5_sra_linkage	nan	nan					
SAMN10176227	SRR9118380	step5_sra_linkage	nan	nan					
SAMN10176228	SRR9118381	step5_sra_linkage	nan	nan					
SAMN10176229	SRR9118378	step5_sra_linkage	nan	nan					
SAMN10176230	SRR9118379	step5_sra_linkage	nan	nan					
SAMN10176231	SRR9118376	step5_sra_linkage	nan	nan					
SAMN10176961	SRR9131544	step5_sra_linkage	nan	nan					
SAMN10176962	SRR9131541	step5_sra_linkage	nan	nan					
SAMN10176963	SRR9131542	step5_sra_linkage	nan	nan					
SAMN10176964	SRR9131606	step5_sra_linkage	nan	nan					
SAMN10176965	SRR9131598	step5_sra_linkage	nan	nan					
SAMN10176966	SRR9131662	step5_sra_linkage	nan	nan					
SAMN10176967	SRR9131661	step5_sra_linkage	nan	nan					
SAMN10176968	SRR9131660	step5_sra_linkage	nan	nan					
SAMN10176969	SRR9131659	step5_sra_linkage	nan	nan					
SAMN10176970	SRR9131658	step5_sra_linkage	nan	nan					
SAMN10176971	SRR9131667	step5_sra_linkage	nan	nan					
SAMN10176972	SRR9131510	step5_sra_linkage	nan	nan					
SAMN10176973	SRR9131507	step5_sra_linkage	nan	nan					
SAMN10176974	SRR9131508	step5_sra_linkage	nan	nan					
SAMN10176975	SRR9131514	step5_sra_linkage	nan	nan					
SAMN10176976	SRR9131516	step5_sra_linkage	nan	nan					
SAMN10176977	SRR9131517	step5_sra_linkage	nan	nan					
SAMN10176978	SRR9131571	step5_sra_linkage	nan	nan					
SAMN10176979	SRR9131570	step5_sra_linkage	nan	nan					
SAMN10176980	SRR9131573	step5_sra_linkage	nan	nan					
SAMN10176981	SRR9131575	step5_sra_linkage	nan	nan					
SAMN10176982	SRR9131577	step5_sra_linkage	nan	nan					
SAMN10176983	SRR9131562	step5_sra_linkage	nan	nan					
SAMN10176984	SRR9131523	step5_sra_linkage	nan	nan					
SAMN10176985	SRR9131524	step5_sra_linkage	nan	nan					
SAMN10182667	SRR9131572	step5_sra_linkage	nan	nan					
SAMN10182669	SRR9131583	step5_sra_linkage	nan	nan					
SAMN10182670	SRR9131582	step5_sra_linkage	nan	nan					
SAMN10182671	SRR9131703	step5_sra_linkage	nan	nan					
SAMN10182672	SRR9131702	step5_sra_linkage	nan	nan					
SAMN10182673	SRR9131701	step5_sra_linkage	nan	nan					
SAMN10182674	SRR9988833	step5_sra_linkage	nan	nan					
SAMN10182675	SRR9988834	step5_sra_linkage	nan	nan					
SAMN10182676	SRR9988839	step5_sra_linkage	nan	nan					
SAMN10182677	SRR9988840	step5_sra_linkage	nan	nan					
SAMN10182678	SRR9131552	step5_sra_linkage	nan	nan					
SAMN10182679	SRR9131551	step5_sra_linkage	nan	nan					
SAMN10182680	SRR9131550	step5_sra_linkage	nan	nan					
SAMN10182681	SRR9131549	step5_sra_linkage	nan	nan					
SAMN10182682	SRR9131558	step5_sra_linkage	nan	nan					
SAMN10182683	SRR9131585	step5_sra_linkage	nan	nan					
SAMN10182684	SRR9988837	step5_sra_linkage	nan	nan					
SAMN10182685	SRR9988838	step5_sra_linkage	nan	nan					
SAMN10182686	SRR9988831	step5_sra_linkage	nan	nan					
SAMN10182687	SRR9988832	step5_sra_linkage	nan	nan					
SAMN10182688	SRR9988815	step5_sra_linkage	nan	nan					
SAMN10182689	SRR9988816	step5_sra_linkage	nan	nan					
SAMN10182690	SRR9988813	step5_sra_linkage	nan	nan					
SAMN10182691	SRR9988814	step5_sra_linkage	nan	nan					
SAMN10182692	SRR9988819	step5_sra_linkage	nan	nan					
SAMN10182694	SRR9988817	step5_sra_linkage	nan	nan					
SAMN10182695	SRR9988818	step5_sra_linkage	nan	nan					
SAMN10182696	SRR9988811	step5_sra_linkage	nan	nan					
SAMN10182697	SRR9988747	step5_sra_linkage	nan	nan					
SAMN10182698	SRR9988746	step5_sra_linkage	nan	nan					
SAMN10182699	SRR9988745	step5_sra_linkage	nan	nan					
SAMN10182700	SRR9988751	step5_sra_linkage	nan	nan					
SAMN10182701	SRR9988750	step5_sra_linkage	nan	nan					
SAMN10182702	SRR9988749	step5_sra_linkage	nan	nan					
SAMN10182703	SRR9988748	step5_sra_linkage	nan	nan					
SAMN10182704	SRR9988753	step5_sra_linkage	nan	nan					
SAMN10182705	SRR9988752	step5_sra_linkage	nan	nan					
SAMN10182706	SRR9988777	step5_sra_linkage	nan	nan					
SAMN10182707	SRR9988778	step5_sra_linkage	nan	nan					
SAMN10182708	SRR9988779	step5_sra_linkage	nan	nan					
SAMN10182709	SRR9988780	step5_sra_linkage	nan	nan					
SAMN10182710	SRR9988773	step5_sra_linkage	nan	nan					
SAMN10182711	SRR9988774	step5_sra_linkage	nan	nan					
SAMN10182712	SRR9988775	step5_sra_linkage	nan	nan					
SAMN10182713	SRR9988776	step5_sra_linkage	nan	nan					
SAMN10182722	SRR9988843	step5_sra_linkage	nan	nan					
SAMN10182724	SRR9988732	step5_sra_linkage	nan	nan					
SAMN10182726	SRR9988739	step5_sra_linkage	nan	nan					
SAMN10182728	SRR9988737	step5_sra_linkage	nan	nan					
SAMN10182729	SRR9988734	step5_sra_linkage	nan	nan					
SAMN10182730	SRR9988735	step5_sra_linkage	nan	nan					
SAMN10182731	SRR9988742	step5_sra_linkage	nan	nan					
SAMN10182732	SRR9988743	step5_sra_linkage	nan	nan					
SAMN10298211	SRR9123573	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN10298212	SRR9123516	step5_sra_linkage	nan	nan					
SAMN10298213	SRR9123527	step5_sra_linkage	nan	nan					
SAMN10298214	SRR9118315	step5_sra_linkage	nan	nan					
SAMN10298215	SRR9118290	step5_sra_linkage	nan	nan					
SAMN10298216	SRR9118265	step5_sra_linkage	nan	nan					
SAMN10298217	SRR9118455	step5_sra_linkage	nan	nan					
SAMN10298218	SRR9118411	step5_sra_linkage	nan	nan					
SAMN10298219	SRR9118373	step5_sra_linkage	nan	nan					
SAMN10298220	SRR9118369	step5_sra_linkage	nan	nan					
SAMN10298221	SRR9131689	step5_sra_linkage	nan	nan					
SAMN10298222	SRR9131543	step5_sra_linkage	nan	nan					
SAMN10298223	SRR9988812	step5_sra_linkage	nan	nan					
SAMN10298224	SRR9988741	step5_sra_linkage	nan	nan					
SAMN10298225	SRR9988738	step5_sra_linkage	nan	nan					
SAMN10525643	SRR8689258	step5_sra_linkage	Illumina MiSeq	true					
SAMN11539630	SRR9002921	step5_sra_linkage	nan	nan					
SAMN11539639	SRR9002914	step5_sra_linkage	nan	nan					
SAMN11539644	SRR9002815	step5_sra_linkage	nan	nan					
SAMN11539649	SRR9002822	step5_sra_linkage	nan	nan					
SAMN11539654	SRR9002886	step5_sra_linkage	nan	nan					
SAMN11539659	SRR9002881	step5_sra_linkage	nan	nan					
SAMN11539664	SRR9002907	step5_sra_linkage	nan	nan					
SAMN11539669	SRR9002902	step5_sra_linkage	PacBio Sequel II; Illumina MiSeq	true					
SAMN11539675	SRR10250495;SRR9002877	step5_sra_linkage	nan	nan					
SAMN11539676	SRR10250494;SRR9002880	step5_sra_linkage	nan	nan					
SAMN11539677	SRR10250484;SRR9002879	step5_sra_linkage	nan	nan					
SAMN11539678	SRR10250483;SRR9002872	step5_sra_linkage	nan	nan					
SAMN11539679	SRR10250482;SRR9002871	step5_sra_linkage	nan	nan					
SAMN11539680	SRR10250481;SRR9002895	step5_sra_linkage	nan	nan					
SAMN11539681	SRR9002896	step5_sra_linkage	nan	nan					
SAMN11539686	SRR9002897	step5_sra_linkage	nan	nan					
SAMN11539691	SRR9002836	step5_sra_linkage	nan	nan					
SAMN11539696	SRR9002839	step5_sra_linkage	nan	nan					
SAMN11539701	SRR9002867	step5_sra_linkage	nan	nan					
SAMN11539702	SRR9002868	step5_sra_linkage	nan	nan					
SAMN11539703	SRR9002869	step5_sra_linkage	nan	nan					
SAMN11539704	SRR9002870	step5_sra_linkage	nan	nan					
SAMN11539705	SRR9002863	step5_sra_linkage	nan	nan					
SAMN11539725	SRR9002849	step5_sra_linkage	nan	nan					
SAMN11539730	SRR9002920	step5_sra_linkage	nan	nan					
SAMN11539731	SRR9002919	step5_sra_linkage	nan	nan					
SAMN11539735	SRR9002915	step5_sra_linkage	nan	nan					
SAMN11821629	SRR9123572	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN11821631	SRR9123574	step5_sra_linkage	nan	nan					
SAMN11821748	SRR9123519	step5_sra_linkage	nan	nan					
SAMN11821785	SRR9123496	step5_sra_linkage	nan	nan					
SAMN11821961	SRR9131313	step5_sra_linkage	nan	nan					
SAMN11822226	SRR9118293	step5_sra_linkage	nan	nan					
SAMN11822230	SRR9118269	step5_sra_linkage	nan	nan					
SAMN11822239	SRR9118452	step5_sra_linkage	nan	nan					
SAMN11822251	SRR9118377	step5_sra_linkage	nan	nan					
SAMN11822256	SRR9118419	step5_sra_linkage	nan	nan					
SAMN11822261	SRR9118311	step5_sra_linkage	nan	nan					
SAMN11822264	SRR9118306	step5_sra_linkage	nan	nan					
SAMN11822270	SRR9118342	step5_sra_linkage	nan	nan					
SAMN11822278	SRR9131556	step5_sra_linkage	nan	nan					
SAMN11822392	SRR9131605	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN11822393	SRR9131607	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN11822394	SRR9131599	step5_sra_linkage	nan	nan					
SAMN11822395	SRR9131665	step5_sra_linkage	nan	nan					
SAMN11822396	SRR9131664	step5_sra_linkage	nan	nan					
SAMN11822397	SRR9131663	step5_sra_linkage	nan	nan					
SAMN11822404	SRR9131576;SRR9151824	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN11822427	SRR9131584	step5_sra_linkage	nan	nan					
SAMN11822428	SRR9131586	step5_sra_linkage	nan	nan					
SAMN11883804	SRR9151823	step5_sra_linkage	nan	nan					
SAMN12108490	SRR9589903	step5_sra_linkage	nan	nan					
SAMN12108514	SRR9589857	step5_sra_linkage	nan	nan					
SAMN12108519	SRR9589862	step5_sra_linkage	nan	nan					
SAMN12108524	SRR9589876	step5_sra_linkage	nan	nan					
SAMN12108529	SRR9589879	step5_sra_linkage	nan	nan					
SAMN12108533	SRR9589872	step5_sra_linkage	nan	nan					
SAMN12108538	SRR9589847	step5_sra_linkage	nan	nan					
SAMN12108543	SRR9589840	step5_sra_linkage	nan	nan					
SAMN12305702	SRR9718365	step5_sra_linkage	nan	nan					
SAMN12305707	SRR9718370	step5_sra_linkage	nan	nan					
SAMN12305712	SRR9718383	step5_sra_linkage	nan	nan					
SAMN12305717	SRR9718386	step5_sra_linkage	nan	nan					
SAMN12305718	SRR9718389	step5_sra_linkage	nan	nan					
SAMN12305719	SRR10250480;SRR9718388	step5_sra_linkage	nan	nan					
SAMN12305720	SRR9718381	step5_sra_linkage	nan	nan					
SAMN12305721	SRR9718380	step5_sra_linkage	nan	nan					
SAMN12305724	SRR9718349	step5_sra_linkage	nan	nan					
SAMN12305729	SRR9718354	step5_sra_linkage	nan	nan					
SAMN12305734	SRR10250493;SRR9718391	step5_sra_linkage	nan	nan					
SAMN12305738	SRR10250489;SRR9718395	step5_sra_linkage	nan	nan					
SAMN12385761	SRR11855999;SRR9849539	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385762	SRR11855998;SRR9849542	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385763	SRR11855987;SRR9849541	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385765	SRR11855976;SRR9849535	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385766	SRR11855965;SRR9849538	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385767	SRR11855954;SRR9849537	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385768	SRR11855943;SRR9849534	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385769	SRR11855939;SRR9849533	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385770	SRR11855938;SRR9849531	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385771	SRR11855937;SRR9849530	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385772	SRR11855997;SRR9849529	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385773	SRR11855996;SRR9849528	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385774	SRR11855995;SRR9849573	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385775	SRR11855994;SRR9849572	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385776	SRR11855993;SRR9849571	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385777	SRR11855992;SRR9849570	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385778	SRR11855991;SRR9849569	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385779	SRR11855990;SRR9849568	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385780	SRR11855989;SRR9849555	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385781	SRR11855988;SRR9849556	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385782	SRR11855986;SRR9849553	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385783	SRR11855985;SRR9849554	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385784	SRR11855984;SRR9849551	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385785	SRR11855983;SRR9849552	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385786	SRR11855982;SRR9849549	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385787	SRR11855981;SRR9849550	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385789	SRR11855980;SRR9849558	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385790	SRR11855979;SRR9849567	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385791	SRR11855978;SRR9849566	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385792	SRR11855977;SRR9849560	step5_sra_linkage	nan	nan					
SAMN12385793	SRR11855975;SRR9849559	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385794	SRR11855974;SRR9849563	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385795	SRR11855973;SRR9849562	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385796	SRR11855972;SRR9849565	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385797	SRR11855971;SRR9849564	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385798	SRR11855970;SRR9849532	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385799	SRR11855969;SRR9849561	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385800	SRR11855968;SRR9849545	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385801	SRR11855967;SRR9849546	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385802	SRR11855966;SRR9849547	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385803	SRR11855964;SRR9849548	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385804	SRR11855961;SRR9849543	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12385805	SRR11855950;SRR9849544	step5_sra_linkage	nan	nan					
SAMN12392419	SRR9860850	step5_sra_linkage	PacBio RS II; Illumina MiSeq	true					
SAMN12392424	SRR9860855	step5_sra_linkage	nan	nan					
SAMN12392429	SRR9860860	step5_sra_linkage	nan	nan					
SAMN12392435	SRR9860862	step5_sra_linkage	nan	nan					
SAMN12523711	SRR9988744	step5_sra_linkage	nan	nan					
SAMN12523712	SRR9988730	step5_sra_linkage	nan	nan					
SAMN12523713	SRR9988794	step5_sra_linkage	nan	nan					
SAMN12523715	SRR9988792	step5_sra_linkage	nan	nan					
SAMN12523719	SRR9988825	step5_sra_linkage	nan	nan					
SAMN12523724	SRR9988830	step5_sra_linkage	nan	nan					
SAMN12523726	SRR9988822	step5_sra_linkage	nan	nan					
SAMN12523732	SRR9988785	step5_sra_linkage	nan	nan					
SAMN12523734	SRR9988787	step5_sra_linkage	nan	nan					
SAMN12523735	SRR9988790	step5_sra_linkage	nan	nan					
SAMN12523736	SRR9988789	step5_sra_linkage	nan	nan					
SAMN12523742	SRR9988808	step5_sra_linkage	nan	nan					
SAMN12523747	SRR9988764	step5_sra_linkage	nan	nan					
SAMN12523750	SRR9988765	step5_sra_linkage	nan	nan					
SAMN12523752	SRR9988767	step5_sra_linkage	PacBio RS II; Illumina MiSeq	true					
SAMN12523753	SRR9988770	step5_sra_linkage	nan	nan					
SAMN12523754	SRR9988769	step5_sra_linkage	nan	nan					
SAMN12523755	SRR9988762	step5_sra_linkage	nan	nan					
SAMN12523761	SRR9988759	step5_sra_linkage	nan	nan					
SAMN12523762	SRR9988760	step5_sra_linkage	nan	nan					
SAMN12523763	SRR9988758	step5_sra_linkage	nan	nan					
SAMN12585513	SRR11855963;SRR9974535	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12585514	SRR11855962;SRR9974536	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12585515	SRR11855960;SRR9974533	step5_sra_linkage	nan	nan					
SAMN12585516	SRR11855959;SRR9974534	step5_sra_linkage	nan	nan					
SAMN12585517	SRR11855958;SRR9974531	step5_sra_linkage	nan	nan					
SAMN12585518	SRR11855957;SRR9974532	step5_sra_linkage	nan	nan					
SAMN12585519	SRR11855956;SRR9974529	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12585520	SRR11855955;SRR9974530	step5_sra_linkage	nan	nan					
SAMN12585521	SRR11855953;SRR9974527	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12585522	SRR11855952;SRR9974528	step5_sra_linkage	nan	nan					
SAMN12585523	SRR11855951;SRR9974523	step5_sra_linkage	nan	nan					
SAMN12585524	SRR11855949;SRR9974524	step5_sra_linkage	nan	nan					
SAMN12585525	SRR11855948;SRR9974521	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12585526	SRR11855947;SRR9974522	step5_sra_linkage	nan	nan					
SAMN12585527	SRR11855946;SRR9974519	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12585528	SRR11855945;SRR9974520	step5_sra_linkage	nan	nan					
SAMN12585529	SRR11855944;SRR9974517	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12585530	SRR11855942;SRR9974518	step5_sra_linkage	Oxford Nanopore; Illumina	true					
SAMN12585531	SRR11855941;SRR9974525	step5_sra_linkage	Oxford Nanopore; Illumina	true					
