input_accession	resolved_accession	status	fasta_path	note	original_status	original_fasta_path
GCA_016903095.1	GCA_016903095.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_016903095.1.fasta	assembly_index_exact:GCA_016903095.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_016903095.1/GCA_016903095.1_ASM1690309v1_genomic.fna
GCA_016903175.1	GCA_016903175.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_016903175.1.fasta	assembly_index_exact:GCA_016903175.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_016903175.1/GCA_016903175.1_ASM1690317v1_genomic.fna
GCA_016904215.1	GCA_016904215.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_016904215.1.fasta	assembly_index_exact:GCA_016904215.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_016904215.1/GCA_016904215.1_ASM1690421v1_genomic.fna
GCA_016904355.1	GCA_016904355.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_016904355.1.fasta	assembly_index_exact:GCA_016904355.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_016904355.1/GCA_016904355.1_ASM1690435v1_genomic.fna
GCA_016904375.1	GCA_016904375.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_016904375.1.fasta	assembly_index_exact:GCA_016904375.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_016904375.1/GCA_016904375.1_ASM1690437v1_genomic.fna
GCA_017357125.1	GCA_017357125.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_017357125.1.fasta	assembly_index_exact:GCA_017357125.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_017357125.1/GCA_017357125.1_ASM1735712v1_genomic.fna
GCA_017357165.1	GCA_017357165.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_017357165.1.fasta	assembly_index_exact:GCA_017357165.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_017357165.1/GCA_017357165.1_ASM1735716v1_genomic.fna
GCA_017357205.1	GCA_017357205.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_017357205.1.fasta	assembly_index_exact:GCA_017357205.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_017357205.1/GCA_017357205.1_ASM1735720v1_genomic.fna
GCA_019974435.1	GCA_019974435.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_019974435.1.fasta	assembly_index_exact:GCA_019974435.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_019974435.1/GCA_019974435.1_ASM1997443v1_genomic.fna
GCA_020735885.1	GCA_020735885.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_020735885.1.fasta	assembly_index_exact:GCA_020735885.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_020735885.1/GCA_020735885.1_ASM2073588v1_genomic.fna
GCA_020736265.1	GCA_020736265.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_020736265.1.fasta	assembly_index_exact:GCA_020736265.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_020736265.1/GCA_020736265.1_ASM2073626v1_genomic.fna
GCA_022404815.1	GCA_022404815.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022404815.1.fasta	assembly_index_exact:GCA_022404815.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022404815.1/GCA_022404815.1_ASM2240481v1_genomic.fna
GCA_022404835.1	GCA_022404835.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022404835.1.fasta	assembly_index_exact:GCA_022404835.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022404835.1/GCA_022404835.1_ASM2240483v1_genomic.fna
GCA_022404855.1	GCA_022404855.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022404855.1.fasta	assembly_index_exact:GCA_022404855.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022404855.1/GCA_022404855.1_ASM2240485v1_genomic.fna
GCA_022406915.1	GCA_022406915.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022406915.1.fasta	assembly_index_exact:GCA_022406915.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022406915.1/GCA_022406915.1_ASM2240691v1_genomic.fna
GCA_022406935.1	GCA_022406935.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022406935.1.fasta	assembly_index_exact:GCA_022406935.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022406935.1/GCA_022406935.1_ASM2240693v1_genomic.fna
GCA_022406955.1	GCA_022406955.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022406955.1.fasta	assembly_index_exact:GCA_022406955.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022406955.1/GCA_022406955.1_ASM2240695v1_genomic.fna
GCA_022406975.1	GCA_022406975.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022406975.1.fasta	assembly_index_exact:GCA_022406975.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022406975.1/GCA_022406975.1_ASM2240697v1_genomic.fna
GCA_022406995.1	GCA_022406995.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022406995.1.fasta	assembly_index_exact:GCA_022406995.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022406995.1/GCA_022406995.1_ASM2240699v1_genomic.fna
GCA_022407015.1	GCA_022407015.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407015.1.fasta	assembly_index_exact:GCA_022407015.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407015.1/GCA_022407015.1_ASM2240701v1_genomic.fna
GCA_022407035.1	GCA_022407035.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407035.1.fasta	assembly_index_exact:GCA_022407035.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407035.1/GCA_022407035.1_ASM2240703v1_genomic.fna
GCA_022407055.1	GCA_022407055.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407055.1.fasta	assembly_index_exact:GCA_022407055.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407055.1/GCA_022407055.1_ASM2240705v1_genomic.fna
GCA_022407075.1	GCA_022407075.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407075.1.fasta	assembly_index_exact:GCA_022407075.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407075.1/GCA_022407075.1_ASM2240707v1_genomic.fna
GCA_022407095.1	GCA_022407095.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407095.1.fasta	assembly_index_exact:GCA_022407095.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407095.1/GCA_022407095.1_ASM2240709v1_genomic.fna
GCA_022407115.1	GCA_022407115.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407115.1.fasta	assembly_index_exact:GCA_022407115.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407115.1/GCA_022407115.1_ASM2240711v1_genomic.fna
GCA_022407135.1	GCA_022407135.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407135.1.fasta	assembly_index_exact:GCA_022407135.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407135.1/GCA_022407135.1_ASM2240713v1_genomic.fna
GCA_022407155.1	GCA_022407155.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407155.1.fasta	assembly_index_exact:GCA_022407155.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407155.1/GCA_022407155.1_ASM2240715v1_genomic.fna
GCA_022407175.1	GCA_022407175.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407175.1.fasta	assembly_index_exact:GCA_022407175.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407175.1/GCA_022407175.1_ASM2240717v1_genomic.fna
GCA_022407195.1	GCA_022407195.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407195.1.fasta	assembly_index_exact:GCA_022407195.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407195.1/GCA_022407195.1_ASM2240719v1_genomic.fna
GCA_022407215.1	GCA_022407215.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407215.1.fasta	assembly_index_exact:GCA_022407215.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407215.1/GCA_022407215.1_ASM2240721v1_genomic.fna
GCA_022407235.1	GCA_022407235.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407235.1.fasta	assembly_index_exact:GCA_022407235.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407235.1/GCA_022407235.1_ASM2240723v1_genomic.fna
GCA_022407255.1	GCA_022407255.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407255.1.fasta	assembly_index_exact:GCA_022407255.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407255.1/GCA_022407255.1_ASM2240725v1_genomic.fna
GCA_022407275.1	GCA_022407275.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407275.1.fasta	assembly_index_exact:GCA_022407275.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407275.1/GCA_022407275.1_ASM2240727v1_genomic.fna
GCA_022407295.1	GCA_022407295.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407295.1.fasta	assembly_index_exact:GCA_022407295.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407295.1/GCA_022407295.1_ASM2240729v1_genomic.fna
GCA_022407315.1	GCA_022407315.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407315.1.fasta	assembly_index_exact:GCA_022407315.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407315.1/GCA_022407315.1_ASM2240731v1_genomic.fna
GCA_022407335.1	GCA_022407335.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407335.1.fasta	assembly_index_exact:GCA_022407335.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407335.1/GCA_022407335.1_ASM2240733v1_genomic.fna
GCA_022407355.1	GCA_022407355.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407355.1.fasta	assembly_index_exact:GCA_022407355.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407355.1/GCA_022407355.1_ASM2240735v1_genomic.fna
GCA_022407375.1	GCA_022407375.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407375.1.fasta	assembly_index_exact:GCA_022407375.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407375.1/GCA_022407375.1_ASM2240737v1_genomic.fna
GCA_022407395.1	GCA_022407395.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407395.1.fasta	assembly_index_exact:GCA_022407395.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407395.1/GCA_022407395.1_ASM2240739v1_genomic.fna
GCA_022407415.1	GCA_022407415.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407415.1.fasta	assembly_index_exact:GCA_022407415.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407415.1/GCA_022407415.1_ASM2240741v1_genomic.fna
GCA_022407435.1	GCA_022407435.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407435.1.fasta	assembly_index_exact:GCA_022407435.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407435.1/GCA_022407435.1_ASM2240743v1_genomic.fna
GCA_022407455.1	GCA_022407455.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407455.1.fasta	assembly_index_exact:GCA_022407455.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407455.1/GCA_022407455.1_ASM2240745v1_genomic.fna
GCA_022407475.1	GCA_022407475.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407475.1.fasta	assembly_index_exact:GCA_022407475.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407475.1/GCA_022407475.1_ASM2240747v1_genomic.fna
GCA_022407495.1	GCA_022407495.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407495.1.fasta	assembly_index_exact:GCA_022407495.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407495.1/GCA_022407495.1_ASM2240749v1_genomic.fna
GCA_022407515.1	GCA_022407515.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407515.1.fasta	assembly_index_exact:GCA_022407515.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407515.1/GCA_022407515.1_ASM2240751v1_genomic.fna
GCA_022407535.1	GCA_022407535.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407535.1.fasta	assembly_index_exact:GCA_022407535.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407535.1/GCA_022407535.1_ASM2240753v1_genomic.fna
GCA_022407655.1	GCA_022407655.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407655.1.fasta	assembly_index_exact:GCA_022407655.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407655.1/GCA_022407655.1_ASM2240765v1_genomic.fna
GCA_022407775.1	GCA_022407775.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407775.1.fasta	assembly_index_exact:GCA_022407775.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407775.1/GCA_022407775.1_ASM2240777v1_genomic.fna
GCA_022407895.1	GCA_022407895.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022407895.1.fasta	assembly_index_exact:GCA_022407895.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022407895.1/GCA_022407895.1_ASM2240789v1_genomic.fna
GCA_022408035.1	GCA_022408035.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022408035.1.fasta	assembly_index_exact:GCA_022408035.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022408035.1/GCA_022408035.1_ASM2240803v1_genomic.fna
GCA_022409135.1	GCA_022409135.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409135.1.fasta	assembly_index_exact:GCA_022409135.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409135.1/GCA_022409135.1_ASM2240913v1_genomic.fna
GCA_022409155.1	GCA_022409155.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409155.1.fasta	assembly_index_exact:GCA_022409155.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409155.1/GCA_022409155.1_ASM2240915v1_genomic.fna
GCA_022409175.1	GCA_022409175.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409175.1.fasta	assembly_index_exact:GCA_022409175.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409175.1/GCA_022409175.1_ASM2240917v1_genomic.fna
GCA_022409195.1	GCA_022409195.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409195.1.fasta	assembly_index_exact:GCA_022409195.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409195.1/GCA_022409195.1_ASM2240919v1_genomic.fna
GCA_022409215.1	GCA_022409215.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409215.1.fasta	assembly_index_exact:GCA_022409215.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409215.1/GCA_022409215.1_ASM2240921v1_genomic.fna
GCA_022409235.1	GCA_022409235.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409235.1.fasta	assembly_index_exact:GCA_022409235.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409235.1/GCA_022409235.1_ASM2240923v1_genomic.fna
GCA_022409255.1	GCA_022409255.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409255.1.fasta	assembly_index_exact:GCA_022409255.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409255.1/GCA_022409255.1_ASM2240925v1_genomic.fna
GCA_022409275.1	GCA_022409275.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409275.1.fasta	assembly_index_exact:GCA_022409275.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409275.1/GCA_022409275.1_ASM2240927v1_genomic.fna
GCA_022409295.1	GCA_022409295.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409295.1.fasta	assembly_index_exact:GCA_022409295.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409295.1/GCA_022409295.1_ASM2240929v1_genomic.fna
GCA_022409315.1	GCA_022409315.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409315.1.fasta	assembly_index_exact:GCA_022409315.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409315.1/GCA_022409315.1_ASM2240931v1_genomic.fna
GCA_022409335.1	GCA_022409335.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409335.1.fasta	assembly_index_exact:GCA_022409335.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409335.1/GCA_022409335.1_ASM2240933v1_genomic.fna
GCA_022409355.1	GCA_022409355.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409355.1.fasta	assembly_index_exact:GCA_022409355.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409355.1/GCA_022409355.1_ASM2240935v1_genomic.fna
GCA_022409375.1	GCA_022409375.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409375.1.fasta	assembly_index_exact:GCA_022409375.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409375.1/GCA_022409375.1_ASM2240937v1_genomic.fna
GCA_022409395.1	GCA_022409395.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409395.1.fasta	assembly_index_exact:GCA_022409395.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409395.1/GCA_022409395.1_ASM2240939v1_genomic.fna
GCA_022409415.1	GCA_022409415.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409415.1.fasta	assembly_index_exact:GCA_022409415.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409415.1/GCA_022409415.1_ASM2240941v1_genomic.fna
GCA_022409435.1	GCA_022409435.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409435.1.fasta	assembly_index_exact:GCA_022409435.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409435.1/GCA_022409435.1_ASM2240943v1_genomic.fna
GCA_022409455.1	GCA_022409455.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409455.1.fasta	assembly_index_exact:GCA_022409455.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409455.1/GCA_022409455.1_ASM2240945v1_genomic.fna
GCA_022409475.1	GCA_022409475.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409475.1.fasta	assembly_index_exact:GCA_022409475.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409475.1/GCA_022409475.1_ASM2240947v1_genomic.fna
GCA_022409495.1	GCA_022409495.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409495.1.fasta	assembly_index_exact:GCA_022409495.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409495.1/GCA_022409495.1_ASM2240949v1_genomic.fna
GCA_022409515.1	GCA_022409515.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409515.1.fasta	assembly_index_exact:GCA_022409515.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409515.1/GCA_022409515.1_ASM2240951v1_genomic.fna
GCA_022409535.1	GCA_022409535.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409535.1.fasta	assembly_index_exact:GCA_022409535.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409535.1/GCA_022409535.1_ASM2240953v1_genomic.fna
GCA_022409555.1	GCA_022409555.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409555.1.fasta	assembly_index_exact:GCA_022409555.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409555.1/GCA_022409555.1_ASM2240955v1_genomic.fna
GCA_022409575.1	GCA_022409575.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409575.1.fasta	assembly_index_exact:GCA_022409575.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409575.1/GCA_022409575.1_ASM2240957v1_genomic.fna
GCA_022409595.1	GCA_022409595.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409595.1.fasta	assembly_index_exact:GCA_022409595.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_022409595.1/GCA_022409595.1_ASM2240959v1_genomic.fna
GCA_026001265.1	GCA_026001265.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_026001265.1.fasta	assembly_index_exact:GCA_026001265.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_026001265.1/GCA_026001265.1_ASM2600126v1_genomic.fna
GCA_027271015.1	GCA_027271015.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_027271015.1.fasta	assembly_index_exact:GCA_027271015.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_027271015.1/GCA_027271015.1_ASM2727101v1_genomic.fna
GCA_027271035.1	GCA_027271035.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_027271035.1.fasta	assembly_index_exact:GCA_027271035.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_027271035.1/GCA_027271035.1_ASM2727103v1_genomic.fna
GCA_027271055.1	GCA_027271055.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_027271055.1.fasta	assembly_index_exact:GCA_027271055.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_027271055.1/GCA_027271055.1_ASM2727105v1_genomic.fna
GCA_027271075.1	GCA_027271075.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_027271075.1.fasta	assembly_index_exact:GCA_027271075.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_027271075.1/GCA_027271075.1_ASM2727107v1_genomic.fna
GCA_027271095.1	GCA_027271095.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_027271095.1.fasta	assembly_index_exact:GCA_027271095.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_027271095.1/GCA_027271095.1_ASM2727109v1_genomic.fna
GCA_027271115.1	GCA_027271115.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_027271115.1.fasta	assembly_index_exact:GCA_027271115.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_027271115.1/GCA_027271115.1_ASM2727111v1_genomic.fna
GCA_027271135.1	GCA_027271135.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_027271135.1.fasta	assembly_index_exact:GCA_027271135.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_027271135.1/GCA_027271135.1_ASM2727113v1_genomic.fna
GCA_028747705.1	GCA_028747705.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_028747705.1.fasta	assembly_index_exact:GCA_028747705.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_028747705.1/GCA_028747705.1_ASM2874770v1_genomic.fna
GCA_028747725.1	GCA_028747725.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_028747725.1.fasta	assembly_index_exact:GCA_028747725.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_028747725.1/GCA_028747725.1_ASM2874772v1_genomic.fna
GCA_028747745.1	GCA_028747745.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_028747745.1.fasta	assembly_index_exact:GCA_028747745.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_028747745.1/GCA_028747745.1_ASM2874774v1_genomic.fna
GCA_028747765.1	GCA_028747765.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_028747765.1.fasta	assembly_index_exact:GCA_028747765.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_028747765.1/GCA_028747765.1_ASM2874776v1_genomic.fna
GCA_030252815.1	GCA_030252815.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030252815.1.fasta	assembly_index_exact:GCA_030252815.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_030252815.1/GCA_030252815.1_ASM3025281v1_genomic.fna
